18538	56210
18538	18970
18538	74769
18538	12575
18538	13197
18538	21849
18538	20937
56210	80905
56210	27015
56210	26447
56210	71890
56210	22190
66682	27096
66682	66226
27096	245828
245828	60409
18771	18514
21417	13017
13017	22761
13017	16599
13017	14201
13017	22196
13017	18999
99152	16348
99152	78803
67923	12703
67923	12702
67923	67673
67923	22346
12703	93679
12703	67673
12703	94212
12703	16451
12703	18715
14784	12402
14784	18708
14784	21687
14784	17295
14784	13649
14784	14389
14784	20416
14784	24063
14784	24064
14784	14388
14784	12483
14784	20662
14784	208154
14784	18596
14784	20977
14784	18053
14784	78255
12402	18708
12402	16818
12402	14254
12402	16443
12402	14360
12402	13649
12402	18596
12402	23921
12402	17973
12402	14191
12402	18803
12402	22637
12402	20411
12402	20779
12402	12928
12402	17096
12402	15162
12402	16331
12402	11350
12402	19247
12402	58194
12402	12929
12402	233335
12402	19303
12402	12978
18708	21687
18708	16367
18708	384783
18708	16452
18708	12978
18708	16818
18708	12928
18708	16590
18708	14388
18708	13857
18708	15461
18708	18706
18708	11308
18708	83767
18708	12483
18708	20416
18708	19247
18708	14389
18708	208154
18708	11836
11431	12387
11431	20238
12387	330914
12387	67087
12387	21416
12387	11789
12387	19127
12387	21413
12387	12550
12387	12006
12387	12005
12387	56637
12387	76281
12387	19164
12387	12558
12387	12388
12387	12385
12387	27373
12387	12914
12387	16842
12387	18999
12387	415115
15504	84092
84092	22627
84092	56324
84092	19417
84092	22190
12753	18626
12753	18627
12753	18628
12753	12952
12753	12953
12753	11865
12753	12914
12753	66679
12753	269966
18626	11865
18626	18627
18626	18628
18626	12952
18626	21853
18626	18626
18626	27373
18626	53376
18627	11865
18627	18628
18627	12952
18627	12953
18627	21853
18627	18627
18627	71514
18627	27373
18627	12234
18627	93759
18627	12568
18628	12953
12952	11865
12952	21853
12952	20467
12952	433759
12952	15182
12952	50789
12952	53376
12953	11865
12953	50789
11865	15251
11865	53376
11865	66679
24069	16854
24069	14632
24069	14633
24069	14634
16854	22034
15166	15165
15166	20779
15165	58869
23885	22088
23885	211586
23885	23885
22088	17237
22088	110784
22088	18412
14163	13043
14163	76507
78891	98376
15505	22142
22142	23969
116848	93762
93762	217578
93762	18999
93762	71950
93762	20371
93762	20238
433759	19645
433759	17927
433759	22778
433759	21349
433759	20466
433759	22632
433759	13626
433759	18999
433759	71950
433759	21429
433759	20683
433759	13555
433759	12608
433759	20467
433759	23942
433759	21412
433759	18609
433759	12034
433759	19651
433759	20674
433759	17257
433759	235320
433759	214669
433759	21410
433759	22724
19645	12609
19645	15364
19645	12566
19645	12567
19645	13555
19645	53380
19645	57782
19645	12608
17927	18519
17927	15903
17927	17127
17927	21423
17927	328572
17927	12914
17927	79362
17927	67731
17927	17978
17927	17977
17927	17979
17927	18432
17927	26395
83797	67155
67155	56456
67155	68094
67155	239985
67155	93760
67155	320713
20586	239985
20586	22778
20586	18999
20586	105246
20586	72057
20586	20587
20586	57376
20586	20588
20586	68094
20586	66923
20586	93760
20586	23872
20586	320713
20586	107823
20586	20371
22778	216848
22778	15182
22778	108655
18519	328572
18519	12914
18519	21410
20181	18193
20181	19013
20181	21848
20181	18412
15182	18999
15182	71950
15182	20466
15182	23942
15182	18609
15182	19821
15182	20375
15182	69504
15182	20371
15182	214669
15182	27221
20924	52432
16975	13131
16975	19099
16975	60597
16975	19699
13131	22359
13131	22376
13131	12929
13131	12928
13131	26416
13131	12571
13131	12568
13131	13649
22359	18476
22359	18475
22359	19699
22330	71766
22330	12927
77945	19893
16818	22637
16818	54607
21677	22601
22601	97064
22601	22343
22601	12704
15185	18786
15185	15516
15185	22190
15185	81601
15185	545428
18786	22190
17349	192292
17349	22631
22631	229949
22631	54126
22631	109880
22631	13424
22631	55949
22631	216963
22631	16825
22631	228355
22631	17169
22631	77579
22631	83431
22631	18573
22631	56421
22631	217124
22631	20587
22631	20965
22631	240057
22631	21991
22631	54401
22631	22627
22631	22628
22631	22629
22631	26556
22631	19401
22631	58234
11666	19299
64930	19684
64930	22350
64930	22084
64930	19045
64930	230484
64930	67561
64930	98432
330914	13385
330914	19353
13385	14811
13385	14812
13385	14814
13385	14810
13385	17246
13385	16492
13385	11838
13385	14800
13385	18704
13385	107831
13385	16971
13385	58194
13385	58234
13385	216439
13385	13383
13385	53310
13385	14544
13385	14802
13385	545156
13385	16513
13385	56839
13385	216856
13385	245537
13385	240057
13385	80749
13385	217124
13385	70530
13385	225875
19353	18479
19353	228359
19353	239027
19353	108911
19353	20430
19353	50884
19353	22034
19353	228607
15902	15902
15902	21423
14828	13418
14828	22034
14828	19122
14828	22027
14828	67838
14828	64136
14828	12304
14828	12282
12695	14811
12695	16513
12695	16516
12695	14812
12695	14813
12695	14814
12695	27494
12695	14544
12695	12799
12695	108100
14811	14810
14811	14812
14811	16170
14811	224997
14811	240057
16513	16170
16513	240057
16516	16170
14812	14810
14812	240057
14812	224997
14812	67268
14812	217124
14814	240057
14814	208869
14810	23859
14810	240057
14810	224997
14810	53310
14810	18195
14810	12323
14810	19052
14810	19055
14810	12313
14810	12558
14810	11472
14810	67268
14810	67300
14810	13429
14810	12322
53424	22099
53424	269682
53424	72236
53424	77053
53424	100986
77053	16905
20473	14797
20473	21888
14797	21885
21687	14786
21687	50915
15903	15904
15903	21406
15903	26754
15903	21423
21406	328572
233908	14105
233908	20382
233908	59013
233908	17257
20198	56307
13555	20683
13555	17984
13555	64704
20683	18999
20683	79362
24051	20391
24051	24053
24051	24052
20391	13138
20391	13405
24052	13138
13138	13405
12048	12125
12048	12028
12048	22059
12048	53417
12125	12043
13347	13368
22030	12421
22030	93765
22030	21929
22030	16396
22030	52440
22030	21939
22030	16151
12421	77040
110157	15461
110157	26395
110157	109880
110157	56715
15461	225870
15461	109880
16367	207215
18854	56717
18854	71950
18854	20482
56717	74370
56717	78757
56717	56716
56717	22632
56717	227743
56717	216963
56717	54126
56717	22241
12737	17475
17475	269608
17475	66797
17475	14763
12477	11773
11773	77040
14370	94221
94221	14367
94221	20505
26400	30957
26400	26401
30957	26419
20617	22144
20617	20907
20617	20614
20617	22318
20617	16514
20617	27204
22144	20238
16476	16476
16476	14281
16476	15242
16476	16658
16476	26419
16476	93759
16476	20375
14281	56191
15982	20467
20467	66743
20467	17428
20467	17932
15260	18505
15260	18509
15260	15081
15260	12916
18505	16842
18505	22059
18505	17246
18505	18559
26904	18106
13644	14083
14083	12927
14083	20779
22195	24105
22195	23807
22195	108086
24105	268749
24105	106025
24105	16151
24105	22190
108086	11838
18754	20779
18754	50754
18754	240057
20779	13543
20779	20218
20779	13806
20779	19229
20779	20779
20779	16542
20779	12391
20779	12978
20779	19303
20779	109689
72088	22295
72088	11994
20416	16331
20416	14389
20416	16332
20416	19248
20416	13649
20416	20662
16331	11350
16331	13448
16331	13449
16331	12929
16331	22177
13858	13858
13858	71770
13858	22190
71770	11771
71770	218038
12520	140559
17984	67500
17984	12879
17984	11864
17984	15251
12465	21454
12465	12466
21454	12468
21454	72179
21454	110935
12462	12461
12461	12466
12461	56086
12468	12464
21349	20466
21349	19720
21349	99982
20466	71950
20466	20375
20466	12394
20466	52463
225870	22627
225870	11350
22627	83431
22627	11946
22627	11947
22627	26556
22627	13548
22627	15516
22627	22628
22627	12388
22627	226778
22627	382056
22627	13728
22627	20965
22627	22629
22627	67300
22627	74998
22627	13628
22627	15525
22627	108100
22627	54401
22627	240057
22627	20238
11350	19303
11350	12700
11350	12929
11350	13448
19303	216963
19303	26413
19303	19277
21804	216963
21804	16396
216963	72183
216963	54126
11546	11546
243833	17125
17125	14463
17125	15433
17125	66313
18518	19052
18518	17318
18518	19053
19052	53379
19052	12005
19052	51792
19052	12043
19052	211651
19052	12606
19052	17246
19052	17762
17318	68041
53331	58244
53331	22320
53331	228545
58244	228545
22320	242341
18481	54126
194590	13196
13196	16800
22034	26940
22034	74256
22034	16179
22034	21929
22034	60595
22034	109711
22034	268933
22034	13629
22034	15516
22034	15519
22034	15526
22034	11964
22034	15481
22034	15512
22034	18746
22034	11947
22034	13627
22034	74117
22034	13806
22034	11461
22034	11674
22034	16151
22034	24068
22034	93765
22034	66105
22034	16396
22034	29864
22034	52440
22034	21898
22034	26409
22034	17874
22034	106759
22034	23957
22034	21939
22034	22034
22034	21934
22034	216869
22034	54123
22034	11651
22034	16412
22034	320713
22034	68652
22034	12122
22034	110651
21853	21853
21853	66131
56350	18582
12575	12567
12575	12566
12575	12443
12575	18024
12575	55992
12567	12576
12567	12443
12567	12606
12567	15519
12566	12427
12566	12447
12566	109740
12566	12576
12566	12428
12566	80838
12566	12606
12566	50708
12443	12955
12443	12576
12443	15481
268465	18140
18140	15078
18140	18140
18140	13433
18140	11545
18140	21973
18140	21974
18148	50754
18148	19989
18148	100503670
18148	19934
18148	17975
18148	19878
18148	12578
50754	26965
50754	21402
50754	17869
50754	17863
50754	225908
50754	16601
50754	24136
50754	14235
50754	15441
21926	19766
21926	21937
21926	268749
21926	16151
21926	21929
19766	16151
19766	21929
19766	21937
19766	14082
21937	16150
21937	107976
21937	21929
21937	268749
21937	54391
18211	18412
18412	20128
18412	74256
18412	12370
18412	77040
18412	18412
18412	20655
18412	66734
18412	15194
18412	50868
18412	26413
18412	22241
18412	22190
18412	240518
18412	22337
18412	14467
18412	69094
18412	228775
20128	72512
17246	56289
17246	22059
17246	17246
17246	13163
17246	231201
17246	17248
17246	252870
17246	75826
17246	12578
17246	18973
17246	12450
17246	67025
17246	12608
22059	13163
22059	12914
22059	22059
22059	22061
22059	22062
22059	231201
22059	17248
22059	328572
22059	78309
22059	20482
22059	26419
22059	12578
22059	56710
22059	16531
22059	17279
22059	13404
13163	66233
13163	22218
13163	170930
13163	26419
13163	20528
13163	14102
74256	16396
74256	16151
74256	268749
74256	22190
18024	50868
18024	17135
18024	12234
18024	23939
18024	17969
50868	50868
50868	26554
17135	12014
13144	66105
20185	224170
20185	21372
20185	81004
20185	21833
20185	21834
20185	20439
20185	93759
20185	207259
20185	14536
20185	66315
16151	21929
16151	26409
16151	268749
16151	16150
16151	15511
16151	16151
16151	18035
16151	12675
16151	18036
16151	279766
17762	15481
17762	12017
17762	56424
17762	27984
17762	54401
17762	22629
17762	14580
17762	21841
17762	19122
17762	14265
17762	56637
17762	51810
17762	22154
17762	18747
17762	12568
17762	23983
17762	23988
15481	30841
15481	20614
15481	13002
