human	mouse	weight
84092	6521	0.26800907753476855
52432	153	0.26800907753476855
15165	1277	0.2010068081510764
21417	6416	0.15633862856194833
20181	338	0.14105740922882556
18538	7273	0.14038570728011684
13017	7295	0.13400453876738427
24069	2318	0.13400453876738427
