	acc	f1
0	0.324468085106383	0.37551302133920783
1	0.30319148936170215	0.38078351378210157
2	0.3191489361702128	0.350588749588918
3	0.28191489361702127	0.3554065738534377
4	0.2774869109947644	0.3612632461520559
