6416	2318
6416	5599
6416	207
6416	23162
6416	4216
6416	409
6416	10746
6416	4214
6416	83737
6416	5601
6416	29760
6416	5602
6416	4217
6416	1432
6416	4215
6416	6885
6416	25929
6416	4077
6416	23390
2318	6444
2318	6445
2318	58529
2318	3751
2318	90102
2318	3636
2318	57159
2318	283807
2318	2023
2318	165904
2318	171024
2318	23291
2318	6478
2318	10551
2318	288
2318	8291
2624	5371
2624	6688
2624	5449
2624	7704
2624	4005
2624	161882
2624	4089
2624	5469
2624	55294
5371	6996
5371	1616
5371	9372
5371	5600
5371	4193
5371	6135
5371	4602
5371	26287
5371	7157
5371	11073
5371	904
5371	6722
5371	1387
5371	7341
5371	9612
5371	25942
5371	9611
5371	3065
5371	6497
5371	8841
5371	3066
5371	5371
5371	5914
5371	6256
5371	5925
5371	1977
5371	5970
5371	3087
5371	3164
5371	6774
5371	3725
5371	7329
5371	7704
5371	6667
5371	7181
5371	10524
5371	6304
5371	2908
5371	5468
5371	51564
5371	4869
5371	861
5371	27252
5371	54971
5371	7337
5371	7050
5371	6672
5371	9063
5371	6613
5371	8312
5371	4101
5371	6047
5371	10197
5371	3014
5371	8554
5371	1457
5371	7874
5371	1499
5371	26273
5371	9978
5371	5300
5371	28996
5371	7750
5371	11200
5371	23224
5371	5594
5371	6478
5371	4609
5371	1820
5371	5315
5371	283106
5371	5335
5371	23411
5371	8626
5371	2146
5371	5598
5371	54778
5371	4000
5371	7994
5371	5684
5371	6310
5371	546
5371	3020
5371	7290
5371	1956
5371	5934
5371	29108
5371	8878
5371	81631
5371	2623
5371	6772
5371	1029
5371	8237
5371	7289
5371	4719
5371	57761
5371	27335
5371	7158
5371	54790
5371	8379
5371	6787
5371	841
6118	6774
6118	7158
6118	4172
6118	4173
6118	4174
6118	1915
6118	2597
6118	5591
6118	2547
6118	6117
6118	7374
6118	29935
6118	29946
6118	7507
6118	5893
6118	6119
6118	4221
6118	9557
6118	545
6118	5557
6118	11100
6118	641
6118	55159
6118	1653
6118	29978
6118	142
6118	50485
6118	3980
6118	7156
6118	84893
6118	7515
6118	6596
6118	80010
6118	7486
6118	5985
6118	10432
6118	84126
6118	5982
6118	988
6118	1022
6118	23016
6118	3185
6118	27339
6118	378708
6118	201254
6118	7508
6118	221302
6118	7080
6118	8924
6118	54962
6118	63967
6118	983
6118	8359
6118	4000
6118	79728
6118	54465
6118	5531
6118	10919
6118	5888
6118	201973
6118	7541
6118	6742
6774	5979
6774	1956
6774	3716
6774	9322
6774	367
6774	2908
6774	4654
6774	51079
6774	1387
6774	2033
6774	6772
6774	5781
6774	8648
6774	2099
6774	10401
6774	5771
6774	595
6774	2064
6774	2475
6774	55250
6774	5747
6774	3725
6774	2923
6774	4790
6774	5970
6774	5879
6774	6714
6774	660
6774	1026
6774	3717
6774	3091
6774	238
6774	6667
6774	27043
6774	1786
6774	3065
6774	5925
6774	3066
6774	8841
6774	6774
6774	64332
6774	6597
6774	1025
6774	2260
6774	5580
6774	5599
6774	23411
6774	80854
6774	23028
6774	30837
6774	6885
6774	7189
6774	10155
6774	2268
6774	3280
6774	388585
6774	25942
6774	636
6774	1891
6774	6717
6774	6822
6774	10240
6774	10295
6774	11151
6774	26354
6774	55753
6774	3164
6774	823
6774	79710
6774	6203
6774	6477
6774	58985
6774	23476
6774	3090
6774	4791
6774	7291
6774	65018
6774	3480
6774	7184
6774	55294
6774	51438
6774	10013
6774	8805
6774	26509
6774	3872
6774	25962
6774	286827
6774	11060
6774	55384
6774	2735
6774	60674
6774	8665
6774	257397
6774	4780
375	23163
375	1131
375	26088
375	5338
375	1315
375	23431
375	5337
375	5878
375	378
375	381
375	55738
375	8766
375	5862
375	116987
375	50807
375	3356
375	3845
375	10551
23163	377
23163	4074
23163	9135
23163	57617
23163	7316
23163	55690
23163	382
23163	3482
23163	23621
23163	729873
23163	26088
23163	23062
23163	4233
23163	26994
23163	3688
23163	151
23163	4914
377	23647
377	27236
377	26088
377	9493
377	321
23647	382
23647	5879
23647	23421
23647	400
23647	381
23647	23647
23647	6453
23647	1029
23647	27236
23647	4780
27236	3312
351	10513
351	22883
351	323
351	321
351	2192
351	320
351	9546
351	811
351	84570
351	3028
351	857
351	3831
351	633
351	322
351	6622
351	1600
351	6464
351	8883
351	2934
351	642
351	10307
351	9146
351	10134
351	6418
351	5071
351	3329
351	3320
351	84447
351	4851
351	25827
351	7532
351	10524
351	2932
351	29979
351	9479
351	22919
351	26088
351	1191
351	1410
351	3312
351	9040
351	4846
351	55388
351	5481
351	55379
351	3845
351	146956
351	7374
351	140545
351	84557
351	2670
351	196441
351	8650
351	23213
351	55697
351	26097
351	335
351	10987
351	9450
351	9218
351	7052
351	200576
351	5478
351	25764
351	27346
351	213
351	84522
351	328
351	10682
351	7448
351	8165
351	5599
351	9976
351	2923
351	5663
